,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,list_status,list_date,delist_date
186,000622,恒立实业,湖南,批发业,恒立实业发展集团股份有限公司,"Hengli Industrial Development Group Co.,Ltd.",hlsy,主板,SZSE,L,19961107,
187,000623,吉林敖东,吉林,中成药,吉林敖东药业集团股份有限公司,"Jilin Aodong Pharmaceutical Group Co.,Ltd.",jlad,主板,SZSE,L,19961028,
188,000625,长安汽车,重庆,汽车整车,重庆长安汽车股份有限公司,Chongqing Changan Automobile Company Limited,caqc,主板,SZSE,L,19970610,
189,000626,远大控股,江苏,商贸代理,远大产业控股股份有限公司,"Grand Industrial Holding Co., Ltd",ydkg,主板,SZSE,L,19961128,
190,000627,天茂集团,湖北,保险,天茂实业集团股份有限公司,"Hubei Biocause Pharmaceutical Co.,Ltd.",tmjt,主板,SZSE,L,19961112,
191,000628,高新发展,四川,建筑工程,成都高新发展股份有限公司,"Chengdu Hi-Tech Development Co., Ltd.",gxfz,主板,SZSE,L,19961118,
192,000629,钒钛股份,四川,小金属,攀钢集团钒钛资源股份有限公司,"Pangang Group Vanadium & Titanium Resources Co., Ltd.",ftgf,主板,SZSE,L,19961115,
193,000630,铜陵有色,安徽,铜,铜陵有色金属集团股份有限公司,"Tongling Nonferrous Metals Group Co.,Ltd.",tlys,主板,SZSE,L,19961120,
194,000631,顺发恒业,浙江,综合类,顺发恒业股份公司,Shunfa Hengye Corporation,sfhy,主板,SZSE,L,19961122,
195,000632,三木集团,福建,综合类,福建三木集团股份有限公司,"Fujian Sanmu Group Co., Ltd.",smjt,主板,SZSE,L,19961121,
196,000633,合金投资,新疆,小金属,新疆合金投资股份有限公司,"Xinjiang Hejin Holding Co.,Ltd",hjtz,主板,SZSE,L,19961112,
197,000635,英力特,宁夏,化工原料,宁夏英力特化工股份有限公司,"Ningxia Younglight Chemicals Co.,Ltd",ylt,主板,SZSE,L,19961120,
198,000636,风华高科,广东,元器件,广东风华高新科技股份有限公司,"Guangdong Fenghua Advanced Technology(Holding) Co.,Ltd.",fhgk,主板,SZSE,L,19961129,
199,000637,ST实华,广东,石油加工,茂名石化实华股份有限公司,"Maoming Petro-Chemical Shihua Co., Ltd.",stsh,主板,SZSE,L,19961114,
200,000638,万方发展,吉林,农业综合,万方城镇投资发展股份有限公司,"Vanfund Urban Investment&Development Co.,Ltd.",wffz,主板,SZSE,L,19961126,
201,000639,西王食品,山东,食品,西王食品股份有限公司,"Xiwang Foodstuffs Co.,Ltd.",xwsp,主板,SZSE,L,19961126,
202,000650,仁和药业,江西,中成药,仁和药业股份有限公司,"Renhe Pharmacy Co.,Ltd",rhyy,主板,SZSE,L,19961210,
203,000651,格力电器,广东,家用电器,珠海格力电器股份有限公司,"Gree Electric Appliances,Inc.of Zhuhai",gldq,主板,SZSE,L,19961118,
204,000652,泰达股份,天津,批发业,天津泰达股份有限公司,"Tianjin Teda Co., Ltd.",tdgf,主板,SZSE,L,19961128,
205,000655,金岭矿业,山东,普钢,山东金岭矿业股份有限公司,"Shandong Jinling Mining Co., Ltd",jlky,主板,SZSE,L,19961128,
206,000656,金科股份,重庆,全国地产,金科地产集团股份有限公司,"Jinke Property Group Co.,Ltd.",jkgf,主板,SZSE,L,19961128,
207,000657,中钨高新,海南,小金属,中钨高新材料股份有限公司,"China Tungsten and Hightech Materals Co.,Ltd",zwgx,主板,SZSE,L,19961205,
208,000659,珠海中富,广东,广告包装,珠海中富实业股份有限公司,"Zhuhai Zhongfu Enterprise Co.,Ltd",zhzf,主板,SZSE,L,19961203,
209,000661,长春高新,吉林,生物制药,长春高新技术产业(集团)股份有限公司,Changchun High-Tech Industries (Group) Inc.,ccgx,主板,SZSE,L,19961218,
210,000663,永安林业,福建,林业,福建省永安林业(集团)股份有限公司,"Fujian Yongan Forestry(Group) Joint-Stock Co.,Ltd.",yaly,主板,SZSE,L,19961206,
211,000665,湖北广电,湖北,影视音像,湖北省广播电视信息网络股份有限公司,"Hubei Radio & Television Information Network Co., Ltd.",hbgd,主板,SZSE,L,19961210,
212,000666,经纬纺机,北京,多元金融,经纬纺织机械股份有限公司,Jingwei Textile Machinery Company Limited,jwfj,主板,SZSE,L,19961210,
213,000667,ST美置,云南,全国地产,美好置业集团股份有限公司,"Myhome Real Estate Development Group Co.,Ltd.",stmz,主板,SZSE,L,19961205,
214,000668,荣丰控股,山东,医药商业,荣丰控股集团股份有限公司,"Rongfengholding Group Co.,Ltd.",rfkg,主板,SZSE,L,19961210,
215,000669,ST金鸿,吉林,供气供热,金鸿控股集团股份有限公司,"Jinhong Holdings Group Co., Ltd.",stjh,主板,SZSE,L,19961210,
216,000670,盈方微,湖北,元器件,盈方微电子股份有限公司,"Infotmic Co.,Ltd",yfw,主板,SZSE,L,19961217,
217,000671,ST阳光城,福建,区域地产,阳光城集团股份有限公司,"Yango Group Co.,Ltd",stygc,主板,SZSE,L,19961218,
218,000672,上峰水泥,甘肃,水泥,甘肃上峰水泥股份有限公司,"Gansu Shangfeng Cement Co.,Ltd",sfsn,主板,SZSE,L,19961218,
219,000676,智度股份,广东,互联网,智度科技股份有限公司,"Genimous Technology Co.,Ltd.",zdgf,主板,SZSE,L,19961224,
220,000677,恒天海龙,山东,化纤,恒天海龙股份有限公司,"Chtc Helon Co., Ltd.",hthl,主板,SZSE,L,19961226,
221,000678,襄阳轴承,湖北,汽车配件,襄阳汽车轴承股份有限公司,"Xiangyang Automobile Bearing Company., Ltd",xyzc,主板,SZSE,L,19970106,
222,000679,大连友谊,辽宁,百货,大连友谊(集团)股份有限公司,"Dalian Friendship (Group) Co.,Ltd.",dlyy,主板,SZSE,L,19970124,
223,000680,山推股份,山东,工程机械,山推工程机械股份有限公司,"Shantui Construction Machinery Co.,Ltd",stgf,主板,SZSE,L,19970122,
224,000681,视觉中国,江苏,互联网,视觉(中国)文化发展股份有限公司,"Visual China Group Co., Ltd.",sjzg,主板,SZSE,L,19970121,
225,000682,东方电子,山东,电气设备,东方电子股份有限公司,"Dongfang Electronics Co.,Ltd",dfdz,主板,SZSE,L,19970121,
226,000683,远兴能源,内蒙,化工原料,内蒙古远兴能源股份有限公司,Inner Mongolia Yuan Xing Energy Company Limited,yxny,主板,SZSE,L,19970131,
227,000685,中山公用,广东,水务,中山公用事业集团股份有限公司,"Zhongshan Public Utilities Group Co.,Ltd.",zsgy,主板,SZSE,L,19970123,
228,000686,东北证券,吉林,证券,东北证券股份有限公司,"Northeast Securities Co.,Ltd.",dbzq,主板,SZSE,L,19970227,
229,000688,国城矿业,重庆,铅锌,国城矿业股份有限公司,"Guocheng Mining Co.,Ltd",gcky,主板,SZSE,L,19970120,
230,000690,宝新能源,广东,火力发电,广东宝丽华新能源股份有限公司,"Guangdong Baolihua New Energy Stock Co.,Ltd.",bxny,主板,SZSE,L,19970128,
231,000691,亚太实业,甘肃,化工原料,甘肃亚太实业发展股份有限公司,"Gansu Yatai Industrial Development Co., Ltd.",ytsy,主板,SZSE,L,19970228,
232,000692,*ST惠天,辽宁,供气供热,沈阳惠天热电股份有限公司,"Shenyang Huitian Thermal Power Co.,Ltd",stht,主板,SZSE,L,19970227,
233,000695,滨海能源,天津,广告包装,天津滨海能源发展股份有限公司,"Tianjin Binhai Energy & Development Co.,Ltd",bhny,主板,SZSE,L,19970218,
234,000697,*ST炼石,陕西,航空,炼石航空科技股份有限公司,"Ligeance Aerospace Technology Co.,Ltd.",stls,主板,SZSE,L,19970325,
235,000698,沈阳化工,辽宁,石油加工,沈阳化工股份有限公司,"Shenyang Chemical Industry Co.,Ltd",syhg,主板,SZSE,L,19970220,
236,000700,模塑科技,江苏,汽车配件,江南模塑科技股份有限公司,"Jiangnan Mould & Plastic Technology Co.,Ltd.",mskj,主板,SZSE,L,19970228,
237,000701,厦门信达,福建,商贸代理,厦门信达股份有限公司,Xiamen Xindeco Ltd.,xmxd,主板,SZSE,L,19970226,
238,000702,正虹科技,湖南,饲料,湖南正虹科技发展股份有限公司,"Hunan Zhenghong Science and Technology Develop Co.,Ltd.",zhkj,主板,SZSE,L,19970318,
239,000703,恒逸石化,广西,化纤,恒逸石化股份有限公司,"Hengyi Petrochemical Co., Ltd.",hysh,主板,SZSE,L,19970328,
240,000705,浙江震元,浙江,医药商业,浙江震元股份有限公司,"Zhejiang Zhenyuan Share Co.,Ltd.",zjzy,主板,SZSE,L,19970410,
241,000707,双环科技,湖北,化工原料,湖北双环科技股份有限公司,"Hubei Shuanghuan Science and Technology Stock Co., Ltd",shkj,主板,SZSE,L,19970415,
242,000708,中信特钢,湖北,特种钢,中信泰富特钢集团股份有限公司,"Citic Pacific Special Steel Group Co., Ltd",zxtg,主板,SZSE,L,19970326,
243,000709,河钢股份,河北,普钢,河钢股份有限公司,Hbis Company Limited,hggf,主板,SZSE,L,19970416,
244,000710,贝瑞基因,四川,医疗保健,成都市贝瑞和康基因技术股份有限公司,"Berry Genomics Co., Ltd",brjy,主板,SZSE,L,19970422,
245,000711,*ST京蓝,黑龙江,环境保护,京蓝科技股份有限公司,"Kingland Technology Co.,Ltd.",stjl,主板,SZSE,L,19970411,
246,000712,锦龙股份,广东,证券,广东锦龙发展股份有限公司,Guangdong Golden Dragon Development Inc.,jlgf,主板,SZSE,L,19970415,
247,000713,丰乐种业,安徽,种植业,合肥丰乐种业股份有限公司,"Hefei Fengle Seed Co.,Ltd",flzy,主板,SZSE,L,19970422,
248,000715,中兴商业,辽宁,百货,中兴-沈阳商业大厦(集团)股份有限公司,"Zhongxing Shenyang Commercial Building  Group Co., Ltd",zxsy,主板,SZSE,L,19970508,
249,000716,黑芝麻,广西,食品,南方黑芝麻集团股份有限公司,"Nanfang Black Sesame Group Co.,Ltd.",hzm,主板,SZSE,L,19970418,
250,000717,中南股份,广东,普钢,广东中南钢铁股份有限公司,"Guangdong Zhongnan Iron & Steel Co., Ltd.",zngf,主板,SZSE,L,19970508,
251,000718,苏宁环球,吉林,区域地产,苏宁环球股份有限公司,"Suning Universal Co.,Ltd",snhq,主板,SZSE,L,19970408,
252,000719,中原传媒,河南,出版业,中原大地传媒股份有限公司,"Central China Land Media Co.,Ltd",zycm,主板,SZSE,L,19970331,
253,000720,新能泰山,山东,电气设备,山东新能泰山发电股份有限公司,"Shandong Xinneng Taishan Power Generation Co.,Ltd.",xnts,主板,SZSE,L,19970509,
254,000721,西安饮食,陕西,酒店餐饮,西安饮食股份有限公司,"Xi'an Catering Co.,Ltd.",xays,主板,SZSE,L,19970430,
255,000722,湖南发展,湖南,其他建材,湖南发展集团股份有限公司,"Hunan Development Group Co.,Ltd",hnfz,主板,SZSE,L,19970522,
256,000723,美锦能源,山西,焦炭加工,山西美锦能源股份有限公司,"Shanxi Meijin Energy Co.,Ltd.",mjny,主板,SZSE,L,19970515,
257,000725,京东方A,北京,元器件,京东方科技集团股份有限公司,"Boe Technology Group Co.,Ltd.",jdfa,主板,SZSE,L,20010112,
258,000726,鲁泰A,山东,纺织,鲁泰纺织股份有限公司,"Lu Thai Textile Co.,Ltd",lta,主板,SZSE,L,20001225,
259,000727,冠捷科技,江苏,元器件,冠捷电子科技股份有限公司,"Tpv Technology Co., Ltd.",gjkj,主板,SZSE,L,19970520,
260,000728,国元证券,安徽,证券,国元证券股份有限公司,Guoyuan Securities Company Limited,gyzq,主板,SZSE,L,19970616,
261,000729,燕京啤酒,北京,啤酒,北京燕京啤酒股份有限公司,"Beijing Yanjing Brewery Co.,Ltd.",yjpj,主板,SZSE,L,19970716,
262,000731,四川美丰,四川,农药化肥,四川美丰化工股份有限公司,"Sichuan Meifeng Chemical Industry Co., Ltd.",scmf,主板,SZSE,L,19970617,
263,000732,ST泰禾,福建,区域地产,泰禾集团股份有限公司,"Tahoe Group Co., Ltd.",stth,主板,SZSE,L,19970704,
264,000733,振华科技,贵州,元器件,中国振华(集团)科技股份有限公司,"China Zhenhua(Group) Science & Technology Co.,Ltd",zhkj,主板,SZSE,L,19970703,
265,000735,罗牛山,海南,农业综合,罗牛山股份有限公司,"Luoniushan Co., Ltd.",lns,主板,SZSE,L,19970611,
266,000736,中交地产,重庆,全国地产,中交地产股份有限公司,CCCG Real Estate Corporation Limited,zjdc,主板,SZSE,L,19970425,
267,000737,北方铜业,山西,铜,北方铜业股份有限公司,"North Copper Co.,Ltd",bfty,主板,SZSE,L,19970428,
268,000738,航发控制,江苏,航空,中国航发动力控制股份有限公司,"Aecc Aero-Engine Control Co.,Ltd.",hfkz,主板,SZSE,L,19970626,
269,000739,普洛药业,浙江,化学制药,普洛药业股份有限公司,"Apeloa Pharmaceutical Co.,Ltd",plyy,主板,SZSE,L,19970509,
270,000750,国海证券,广西,证券,国海证券股份有限公司,"Sealand Securities Co., Ltd.",ghzq,主板,SZSE,L,19970709,
271,000751,锌业股份,辽宁,铅锌,葫芦岛锌业股份有限公司,"Huludao Zinc Industry Co.,Ltd.",xygf,主板,SZSE,L,19970626,
272,000752,*ST西发,西藏,啤酒,西藏发展股份有限公司,"Tibet Development Co.,Ltd",stxf,主板,SZSE,L,19970625,
273,000753,漳州发展,福建,汽车服务,福建漳州发展股份有限公司,"Fujian Zhangzhou Development Co.,Ltd",zzfz,主板,SZSE,L,19970626,
274,000755,山西路桥,山西,路桥,山西路桥股份有限公司,"Shanxi Road & Bridge Co.,Ltd.",sxlq,主板,SZSE,L,19970627,
275,000756,新华制药,山东,化学制药,山东新华制药股份有限公司,Shandong Xinhua Pharmaceutical Company Limited,xhzy,主板,SZSE,L,19970806,
276,000757,浩物股份,四川,汽车服务,四川浩物机电股份有限公司,"Sichuan Haowu Electromechanical Co.,Ltd.",hwgf,主板,SZSE,L,19970627,
277,000758,中色股份,北京,铅锌,中国有色金属建设股份有限公司,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",zsgf,主板,SZSE,L,19970416,
278,000759,中百集团,湖北,超市连锁,中百控股集团股份有限公司,"Zhongbai Holdings Group Co.,Ltd.",zbjt,主板,SZSE,L,19970519,
279,000761,本钢板材,辽宁,普钢,本钢板材股份有限公司,"Bengang Steel Plates Co.,Ltd.",bgbc,主板,SZSE,L,19980115,
280,000762,西藏矿业,西藏,小金属,西藏矿业发展股份有限公司,"Tibet Mineral Development Co.,Ltd",xzky,主板,SZSE,L,19970708,
281,000766,通化金马,吉林,化学制药,通化金马药业集团股份有限公司,"Tonghua Golden-Horse Pharmaceutical Industry Co,Ltd",thjm,主板,SZSE,L,19970430,
282,000767,晋控电力,山西,火力发电,晋能控股山西电力股份有限公司,"Jinneng Holding Shanxi Electric Power Co., Ltd.",jkdl,主板,SZSE,L,19970609,
283,000768,中航西飞,陕西,航空,中航西安飞机工业集团股份有限公司,Avic Xi’An Aircraft Industry Group Company Ltd.,zhxf,主板,SZSE,L,19970626,
284,000776,广发证券,广东,证券,广发证券股份有限公司,"Gf Securities Co.,Ltd.",gfzq,主板,SZSE,L,19970611,
285,000777,中核科技,江苏,机械基件,中核苏阀科技实业股份有限公司,"Sufa Technology Industry Co.,Ltd., Cnnc",zhkj,主板,SZSE,L,19970710,
286,000778,新兴铸管,河北,钢加工,新兴铸管股份有限公司,"Xinxing Ductile Iron Pipes Co.,Ltd.",xxzg,主板,SZSE,L,19970606,
287,000779,甘咨询,甘肃,建筑工程,甘肃工程咨询集团股份有限公司,"Gansu Engineering Consulting Group Co., Ltd.",gzx,主板,SZSE,L,19970528,
288,000782,美达股份,广东,化纤,广东新会美达锦纶股份有限公司,"Guangdong Xinhui Meida Nylon Co.,Ltd.",mdgf,主板,SZSE,L,19970619,
289,000783,长江证券,湖北,证券,长江证券股份有限公司,Changjiang Securities Company Limited,cjzq,主板,SZSE,L,19970731,
290,000785,居然之家,湖北,百货,居然之家新零售集团股份有限公司,"Easyhome New Retail Group Co., Ltd",jrzj,主板,SZSE,L,19970711,
291,000786,北新建材,北京,其他建材,北新集团建材股份有限公司,Beijing New Building Materials Public Limited Company,bxjc,主板,SZSE,L,19970606,
292,000788,北大医药,重庆,化学制药,北大医药股份有限公司,"Pku Healthcare Corp., Ltd.",bdyy,主板,SZSE,L,19970616,
293,000789,万年青,江西,水泥,江西万年青水泥股份有限公司,"Jiangxi Wannianqing Cement Co.,Ltd.",wnq,主板,SZSE,L,19970923,
294,000790,华神科技,四川,中成药,成都华神科技集团股份有限公司,"Chengdu Huasun Technology Group Inc., Ltd.",hskj,主板,SZSE,L,19980327,
295,000791,甘肃能源,甘肃,水力发电,甘肃电投能源发展股份有限公司,"Gepic Energy Development Co., Ltd.",gsny,主板,SZSE,L,19971014,
296,000792,盐湖股份,青海,农药化肥,青海盐湖工业股份有限公司,"Qinghai Salt Lake Industry Co.,Ltd",yhgf,主板,SZSE,L,19970904,
297,000793,华闻集团,海南,出版业,华闻传媒投资集团股份有限公司,Huawen Media Group,hwjt,主板,SZSE,L,19970729,
298,000795,英洛华,浙江,矿物制品,英洛华科技股份有限公司,"Innuovo Technology Co.,Ltd.",ylh,主板,SZSE,L,19970808,
299,000796,*ST凯撒,海南,旅游服务,凯撒同盛发展股份有限公司,"Caissa Tosun Development Co.,Ltd.",stks,主板,SZSE,L,19970703,
300,000797,中国武夷,福建,全国地产,中国武夷实业股份有限公司,"China Wuyi Co.,Ltd.",zgwy,主板,SZSE,L,19970715,
301,000798,中水渔业,北京,渔业,中水集团远洋股份有限公司,"Cnfc Overseas Fisheries Co.,Ltd",zsyy,主板,SZSE,L,19980212,
302,000799,酒鬼酒,湖南,白酒,酒鬼酒股份有限公司,"Jiugui Liquor Co., Ltd.",jgj,主板,SZSE,L,19970718,
303,000800,一汽解放,吉林,汽车整车,一汽解放集团股份有限公司,"Faw Jiefang Group Co., Ltd",yqjf,主板,SZSE,L,19970618,
304,000801,四川九洲,四川,家用电器,四川九洲电器股份有限公司,"Sichuan Jiuzhou Electric Co., Ltd.",scjz,主板,SZSE,L,19980506,
305,000802,北京文化,北京,影视音像,北京京西文化旅游股份有限公司,"Beijing Jingxi Culture & Tourism Co.,Ltd",bjwh,主板,SZSE,L,19980108,
306,000803,山高环能,四川,环境保护,山高环能集团股份有限公司,Shandong High Speed Renewable Energy Group Limited,sghn,主板,SZSE,L,19980303,
307,000806,银河退,,,北海银河生物产业投资股份有限公司,"Galaxybiomedical Investment Co., Ltd.",yht,主板,SZSE,L,19980416,
308,000807,云铝股份,云南,铝,云南铝业股份有限公司,"Yunnan Aluminium Co.,Ltd.",ylgf,主板,SZSE,L,19980408,
309,000809,铁岭新城,辽宁,区域地产,铁岭新城投资控股(集团)股份有限公司,Tieling Newcity Investment Holding (Group) Limited,tlxc,主板,SZSE,L,19980616,
